OBJECTID,ADMIN_ID3,NAME1,NAME_ENG1,NAME2,NAME_ENG2,NAME3,NAME_ENG3,ADMIN_ID1,ADMIN_ID2,TYPE,VERSION,POP_YEAR,POPULATION,MALE,FEMALE,HOUSE,Shape__Area,Shape__Length
4311,501701,เชียงใหม่,CHIANG MAI,ดอยเต่า,DOI TAO,ดอยเต่า,DOI TAO,50,5017,1,2023-10N,2020,6280,3103,3177,2528,0.00738068521604873,0.567266455397654
4312,501702,เชียงใหม่,CHIANG MAI,ดอยเต่า,DOI TAO,ท่าเดื่อ,THA DUEA,50,5017,1,2023-10N,2020,3344,1675,1669,1547,0.010129115890777,0.570565187050179
4313,501703,เชียงใหม่,CHIANG MAI,ดอยเต่า,DOI TAO,มืดกา,MUET KA,50,5017,1,2023-10N,2020,3298,1605,1693,1225,0.028161157150862,1.23410357333646
4314,501704,เชียงใหม่,CHIANG MAI,ดอยเต่า,DOI TAO,บ้านแอ่น,BAN AEN,50,5017,1,2023-10N,2020,2540,1280,1260,1020,0.00197489344054702,0.219615287913473
4315,501705,เชียงใหม่,CHIANG MAI,ดอยเต่า,DOI TAO,บงตัน,BONG TAN,50,5017,1,2023-10N,2020,5027,2482,2545,1841,0.00437677941511083,0.410940935645472
4316,501706,เชียงใหม่,CHIANG MAI,ดอยเต่า,DOI TAO,โปงทุ่ง,PONG THUNG,50,5017,1,2023-10N,2020,6790,3448,3342,2382,0.0210210845345955,0.93758150273575
4317,501801,เชียงใหม่,CHIANG MAI,อมก๋อย,OMKOI,อมก๋อย,OMKOI,50,5018,1,2023-10N,2020,16358,8157,8201,7067,0.0494179272975543,1.38849138284768
4318,501802,เชียงใหม่,CHIANG MAI,อมก๋อย,OMKOI,ยางเปียง,YANG PIANG,50,5018,1,2023-10N,2020,9883,5013,4870,3338,0.0597325761646061,1.28628923873759
4319,501803,เชียงใหม่,CHIANG MAI,อมก๋อย,OMKOI,แม่ตื่น,MAE TUEN,50,5018,1,2023-10N,2020,10713,5386,5327,3843,0.0396847253124406,1.34091558241708
4320,501804,เชียงใหม่,CHIANG MAI,อมก๋อย,OMKOI,ม่อนจอง,MON CHONG,50,5018,1,2023-10N,2020,5875,2901,2974,2307,0.0374963605280527,1.48536829573366
4321,501805,เชียงใหม่,CHIANG MAI,อมก๋อย,OMKOI,สบโขง,SOP KHONG,50,5018,1,2023-10N,2020,8234,4261,3973,2705,0.0320088338644382,1.04472518468551
4322,501806,เชียงใหม่,CHIANG MAI,อมก๋อย,OMKOI,นาเกียน,NA KIAN,50,5018,1,2023-10N,2020,10846,5520,5326,3947,0.0370336254360382,1.18870053800488
4323,501901,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ยางเนิ้ง,YANG NOENG,50,5019,1,2023-10N,2020,9598,4365,5233,4940,0.00073233434852682,0.164406664076795
4324,501902,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,สารภี,SARAPHI,50,5019,1,2023-10N,2020,7727,3637,4090,2960,0.000788273713851595,0.142299142613859
4325,501903,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ชมภู,CHOMPHU,50,5019,1,2023-10N,2020,7529,3602,3927,3067,0.00128365416901488,0.203821117805984
4326,501904,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ไชยสถาน,CHAI SATHAN,50,5019,1,2023-10N,2020,6537,3077,3460,3861,0.000493474318318476,0.130285055437166
4327,501905,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ขัวมุง,KHUA MUNG,50,5019,1,2023-10N,2020,5591,2649,2942,2466,0.000841676705817918,0.144316610239641
4328,501906,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,หนองแฝก,NONG FAEK,50,5019,1,2023-10N,2020,5957,2840,3117,2476,0.000917014923061288,0.14353270762576
4329,501907,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,หนองผึ้ง,NONG PHUENG,50,5019,1,2023-10N,2020,15778,7288,8490,8873,0.000872921651421166,0.152601942433813
4330,501908,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ท่ากว้าง,THA KWANG,50,5019,1,2023-10N,2020,2732,1261,1471,1112,0.00048862651192394,0.122894838771751
4331,501909,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ดอนแก้ว,DON KAEO,50,5019,1,2023-10N,2020,4428,2010,2418,2218,0.000516587636411714,0.129345080883934
4332,501910,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ท่าวังตาล,THA WANG TAN,50,5019,1,2023-10N,2020,11039,5119,5920,5818,0.000906108042158849,0.15778194681012
4333,501911,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,สันทราย,SAN SAI,50,5019,1,2023-10N,2020,5139,2435,2704,2084,0.000911789322572076,0.153322785932364
4334,501912,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,ป่าบง,PA BONG,50,5019,1,2023-10N,2020,4881,2302,2579,2329,0.000448583993602369,0.129306051566595
4335,502001,เชียงใหม่,CHIANG MAI,เวียงแหง,WIANG HAENG,เมืองแหง,MUEANG HAENG,50,5020,1,2023-10N,2020,16087,8214,7873,3528,0.0428951609103478,1.27490347871825
4336,502002,เชียงใหม่,CHIANG MAI,เวียงแหง,WIANG HAENG,เปียงหลวง,PIANG LUANG,50,5020,1,2023-10N,2020,26480,13230,13250,4500,0.0134220607748148,0.564122681451693
4337,502003,เชียงใหม่,CHIANG MAI,เวียงแหง,WIANG HAENG,แสนไห,SAEN HAI,50,5020,1,2023-10N,2020,11357,5749,5608,1386,0.00439193616068678,0.471065748739707
4338,502101,เชียงใหม่,CHIANG MAI,ไชยปราการ,CHAI PRAKAN,ปงตำ,PONG TAM,50,5021,1,2023-10N,2020,8020,3877,4143,3148,0.00297093489496092,0.412383682868083
4339,502102,เชียงใหม่,CHIANG MAI,ไชยปราการ,CHAI PRAKAN,ศรีดงเย็น,SI DONG YEN,50,5021,1,2023-10N,2020,17553,8683,8870,6083,0.0261934496688809,0.907283589846403
4340,502103,เชียงใหม่,CHIANG MAI,ไชยปราการ,CHAI PRAKAN,แม่ทะลบ,MAE THALOP,50,5021,1,2023-10N,2020,7930,3971,3959,3018,0.00853556270214995,0.535524182399229
4341,502104,เชียงใหม่,CHIANG MAI,ไชยปราการ,CHAI PRAKAN,หนองบัว,NONG BUA,50,5021,1,2023-10N,2020,16861,8269,8592,5876,0.00754914648109661,0.555929141588153
4342,502201,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,บ้านกาด,BAN KAT,50,5022,1,2023-10N,2020,5326,2559,2767,2561,0.00355963678896387,0.401023028035842
4343,502202,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,ทุ่งปี๊,THUNG PI,50,5022,1,2023-10N,2020,4375,2124,2251,1794,0.0043742600061023,0.376254903956879
4344,502203,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,ทุ่งรวงทอง,THUNG RUANG THONG,50,5022,1,2023-10N,2020,2302,1101,1201,985,0.000470480270109874,0.153321327119417
4345,502204,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,แม่วิน,MAE WIN,50,5022,1,2023-10N,2020,12848,6534,6314,3443,0.0388335982008812,1.10483715841733
4346,502205,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,ดอนเปา,DON PAO,50,5022,1,2023-10N,2020,7068,3436,3632,3186,0.01071130905666,0.635961051774387
4347,502301,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,ออนเหนือ,ON NUEA,50,5023,1,2023-10N,2020,3246,1601,1645,1546,0.0074108399276156,0.460997112874113
4348,502302,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,ออนกลาง,ON KLANG,50,5023,1,2023-10N,2020,4787,2371,2416,2172,0.00243118600337766,0.221308000174086
4349,502303,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,บ้านสหกรณ์,BAN SAHAKON,50,5023,1,2023-10N,2020,3409,1640,1769,1604,0.00439358765459019,0.560200202027935
4350,502304,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,ห้วยแก้ว,HUAI KAEO,50,5023,1,2023-10N,2020,2766,1391,1375,1612,0.00731966062585343,0.417367941160557
4351,502305,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,แม่ทา,MAE THA,50,5023,1,2023-10N,2020,4446,2226,2220,1662,0.00995389843467365,0.486164444796699
4352,502306,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,ทาเหนือ,THA NUEA,50,5023,1,2023-10N,2020,2436,1226,1210,815,0.00926910609450715,0.544081911109945
4353,502401,เชียงใหม่,CHIANG MAI,ดอยหล่อ,DOI LO,ดอยหล่อ,DOI LO,50,5024,1,2023-10N,2020,11647,5698,5949,5577,0.00755040641070082,0.489198993905547
4354,502402,เชียงใหม่,CHIANG MAI,ดอยหล่อ,DOI LO,สองแคว,SONG KHWAE,50,5024,1,2023-10N,2020,4750,2251,2499,2033,0.000708539498759819,0.169807288397371
4355,502403,เชียงใหม่,CHIANG MAI,ดอยหล่อ,DOI LO,ยางคราม,YANG KHRAM,50,5024,1,2023-10N,2020,4893,2415,2478,2007,0.00302967354843986,0.410842075813348
4356,502404,เชียงใหม่,CHIANG MAI,ดอยหล่อ,DOI LO,สันติสุข,SANTI SUK,50,5024,1,2023-10N,2020,3870,1865,2005,1905,0.0069985406350952,0.666018865766607
4357,502501,เชียงใหม่,CHIANG MAI,กัลยาณิวัฒนา,GALYANI VADHANA,บ้านจันทร์,BAN CHAN,50,5025,1,2023-10N,2020,4437,2293,2144,1760,0.0160757909815175,0.775593460489264
4358,502502,เชียงใหม่,CHIANG MAI,กัลยาณิวัฒนา,GALYANI VADHANA,แม่แดด,MAE DAET,50,5025,1,2023-10N,2020,4347,2187,2160,1204,0.0139250237416491,0.936766086555465
4359,502503,เชียงใหม่,CHIANG MAI,กัลยาณิวัฒนา,GALYANI VADHANA,แจ่มหลวง,CHAEM LUANG,50,5025,1,2023-10N,2020,3915,2072,1843,1286,0.0226698904194791,1.11568074690596
4360,510101,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,ในเมือง,NAI MUEANG,51,5101,1,2023-10N,2020,11728,5356,6372,7171,0.000419655261680418,0.110981988271469
4361,510102,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,เหมืองง่า,MUEANG NGA,51,5101,1,2023-10N,2020,15866,7235,8631,8194,0.00173858186860798,0.260419423395857
4362,510103,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,อุโมงค์,UMONG,51,5101,1,2023-10N,2020,12882,6027,6855,5915,0.00169724052727815,0.180539188906841
4363,510104,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,หนองช้างคืน,NONG CHANG KHUEN,51,5101,1,2023-10N,2020,3649,1692,1957,1569,0.000521098621561578,0.149655666834385
4364,510105,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,ประตูป่า,PRATU PA,51,5101,1,2023-10N,2020,5466,2529,2937,2368,0.000956446271061395,0.14556144078206
4365,510106,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,ริมปิง,RIM PING,51,5101,1,2023-10N,2020,6779,3177,3602,2898,0.000947362274018815,0.178461807253949
4366,510107,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,ต้นธง,TON THONG,51,5101,1,2023-10N,2020,13320,6322,6998,5758,0.00195795836555135,0.215814421558379
4367,510108,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,บ้านแป้น,BAN PAEN,51,5101,1,2023-10N,2020,5839,2700,3139,2623,0.00103375021319607,0.167857797134122
4368,510109,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,เหมืองจี้,MUEANG CHI,51,5101,1,2023-10N,2020,8595,4042,4553,4043,0.00280345274461524,0.276627725648415
4369,510110,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,ป่าสัก,PA SAK,51,5101,1,2023-10N,2020,14647,6975,7672,7575,0.00480745737468169,0.356180341545201
4370,510111,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,เวียงยอง,WIANG YONG,51,5101,1,2023-10N,2020,6756,3140,3616,3329,0.00149320132607045,0.264714848332869
4371,510112,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,บ้านกลาง,BAN KLANG,51,5101,1,2023-10N,2020,11394,5263,6131,11061,0.00159908886644189,0.268849054961231
4372,510113,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,มะเขือแจ้,MAKHUEA CHAE,51,5101,1,2023-10N,2020,15954,7632,8322,8579,0.00956996949298627,0.574463140481071
4373,510116,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,ศรีบัวบาน,SI BUA BAN,51,5101,1,2023-10N,2020,8637,4195,4442,4025,0.0100067747458752,0.64907481309743
4374,510117,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,หนองหนาม,NONG NAM,51,5101,1,2023-10N,2020,4979,2372,2607,2128,0.00143055615899357,0.20067908708204
4375,510201,ลำพูน,LAMPHUN,แม่ทา,MAE THA,ทาปลาดุก,THA PLA DUK,51,5102,1,2023-10N,2020,6956,3391,3565,3005,0.0116994954563552,0.572512588344098
4376,510202,ลำพูน,LAMPHUN,แม่ทา,MAE THA,ทาสบเส้า,THA SOPSAO,51,5102,1,2023-10N,2020,10295,4998,5297,4772,0.0162645999654387,0.638884821498591
4377,510203,ลำพูน,LAMPHUN,แม่ทา,MAE THA,ทากาศ,THA KAT,51,5102,1,2023-10N,2020,7551,3744,3807,3191,0.0159544451473721,0.665886300982303
4378,510204,ลำพูน,LAMPHUN,แม่ทา,MAE THA,ทาขุมเงิน,THA KHUM NGOEN,51,5102,1,2023-10N,2020,6584,3210,3374,2838,0.00808958614618405,0.523229029937415
4379,510205,ลำพูน,LAMPHUN,แม่ทา,MAE THA,ทาทุ่งหลวง,THA THUNG LUANG,51,5102,1,2023-10N,2020,3738,1808,1930,1897,0.00238387356750991,0.256158443270407
4380,510206,ลำพูน,LAMPHUN,แม่ทา,MAE THA,ทาแม่ลอบ,THA MAE LOP,51,5102,1,2023-10N,2020,3215,1647,1568,1140,0.011837599105661,0.62663880082212
4381,510301,ลำพูน,LAMPHUN,บ้านโฮ่ง,BAN HONG,บ้านโฮ่ง,BAN HONG,51,5103,1,2023-10N,2020,13795,6572,7223,5929,0.00675623043593987,0.404625261283511
4382,510302,ลำพูน,LAMPHUN,บ้านโฮ่ง,BAN HONG,ป่าพลู,PA PHLU,51,5103,1,2023-10N,2020,7480,3697,3783,2745,0.0220283593224622,0.731044000577376
4383,510303,ลำพูน,LAMPHUN,บ้านโฮ่ง,BAN HONG,เหล่ายาว,LAO YAO,51,5103,1,2023-10N,2020,8496,4053,4443,3608,0.00474629761265533,0.426941154481745
4384,510304,ลำพูน,LAMPHUN,บ้านโฮ่ง,BAN HONG,ศรีเตี้ย,SI TIA,51,5103,1,2023-10N,2020,5499,2648,2851,2221,0.00254326118647441,0.250563111691099
4385,510305,ลำพูน,LAMPHUN,บ้านโฮ่ง,BAN HONG,หนองปลาสะวาย,NONG PLA SAWAI,51,5103,1,2023-10N,2020,3987,1944,2043,1526,0.00594419707226734,0.480986837945427
4386,510401,ลำพูน,LAMPHUN,ลี้,LI,ลี้,LI,51,5104,1,2023-10N,2020,12814,6334,6480,5691,0.0138550443873555,0.709183161082995
4387,510402,ลำพูน,LAMPHUN,ลี้,LI,แม่ตืน,MAE TUEN,51,5104,1,2023-10N,2020,11035,5443,5592,4343,0.0205536727344224,0.853991953484744
4388,510403,ลำพูน,LAMPHUN,ลี้,LI,นาทราย,NA SAI,51,5104,1,2023-10N,2020,20141,10263,9878,5441,0.0168912095008409,0.629820353597829
4389,510404,ลำพูน,LAMPHUN,ลี้,LI,ดงดำ,DONG DAM,51,5104,1,2023-10N,2020,3078,1567,1511,992,0.00726087874329551,0.455316946802707
4390,510405,ลำพูน,LAMPHUN,ลี้,LI,ก้อ,KO,51,5104,1,2023-10N,2020,2419,1195,1224,984,0.0455770591697728,1.27257478205522
4391,510406,ลำพูน,LAMPHUN,ลี้,LI,แม่ลาน,MAE LAN,51,5104,1,2023-10N,2020,3069,1558,1511,1117,0.0150508267236091,0.708593889095485
4392,510408,ลำพูน,LAMPHUN,ลี้,LI,ป่าไผ่,PA PHAI,51,5104,1,2023-10N,2020,9364,4645,4719,3608,0.0113281117794486,0.531742770972193
4393,510409,ลำพูน,LAMPHUN,ลี้,LI,ศรีวิชัย,SI WICHAI,51,5104,1,2023-10N,2020,7535,3771,3764,3039,0.0224951714444614,0.736758419350819
4394,510501,ลำพูน,LAMPHUN,ทุ่งหัวช้าง,THUNG HUA CHANG,ทุ่งหัวช้าง,THUNG HUA CHANG,51,5105,1,2023-10N,2020,9043,4530,4513,3702,0.0111814383907358,0.54651820674402
4395,510502,ลำพูน,LAMPHUN,ทุ่งหัวช้าง,THUNG HUA CHANG,บ้านปวง,BAN PUANG,51,5105,1,2023-10N,2020,4129,2066,2063,1503,0.0157385678879791,0.667290058593487
4396,510503,ลำพูน,LAMPHUN,ทุ่งหัวช้าง,THUNG HUA CHANG,ตะเคียนปม,TAKHIAN POM,51,5105,1,2023-10N,2020,6990,3509,3481,2440,0.0118235752108831,0.595679526088977
4397,510601,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,ปากบ่อง,PAK BONG,51,5106,1,2023-10N,2020,3266,1522,1744,1526,0.000321101774147792,0.116844299479818
4398,510602,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,ป่าซาง,PA SANG,51,5106,1,2023-10N,2020,5221,2380,2841,2615,0.000862249480064747,0.145171780686435
4399,510603,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,แม่แรง,MAE RAENG,51,5106,1,2023-10N,2020,7086,3405,3681,2886,0.00123900520816278,0.15359988257205
4400,510604,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,ม่วงน้อย,MUANG NOI,51,5106,1,2023-10N,2020,4232,1963,2269,1984,0.000669106772420491,0.118082677275826
4401,510605,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,บ้านเรือน,BAN RUEAN,51,5106,1,2023-10N,2020,3916,1834,2082,1703,0.00064023284483028,0.135105403046413
4402,510606,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,มะกอก,MAKOK,51,5106,1,2023-10N,2020,5200,2455,2745,2342,0.00278781015413188,0.261532471096459
4403,510607,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,ท่าตุ้ม,THA TUM,51,5106,1,2023-10N,2020,7069,3422,3647,3019,0.00185038342772259,0.196504396600615
4404,510608,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,น้ำดิบ,NAM DIP,51,5106,1,2023-10N,2020,9300,4458,4842,4064,0.00571807691358117,0.440090804558063
4405,510611,ลำพูน,LAMPHUN,ป่าซาง,PA SANG,นครเจดีย์,NAKHON CHEDI,51,5106,1,2023-10N,2020,8462,4198,4264,4029,0.0111259670100026,0.649448052708795
4406,510701,ลำพูน,LAMPHUN,บ้านธิ,BAN THI,บ้านธิ,BAN THI,51,5107,1,2023-10N,2020,9486,4525,4961,4289,0.00744057917290775,0.563162438227146
4407,510702,ลำพูน,LAMPHUN,บ้านธิ,BAN THI,ห้วยยาบ,HUAI YAP,51,5107,1,2023-10N,2020,8075,3863,4212,3355,0.00439125088962555,0.327879500939808
4408,510801,ลำพูน,LAMPHUN,เวียงหนองล่อง,WIANG NONG LONG,หนองล่อง,NONG LONG,51,5108,1,2023-10N,2020,5616,2714,2902,2513,0.0017023904265443,0.283017057335204
4409,510802,ลำพูน,LAMPHUN,เวียงหนองล่อง,WIANG NONG LONG,หนองยวง,NONG YUANG,51,5108,1,2023-10N,2020,3690,1766,1924,1793,0.00125366783549907,0.218631122100424
4410,510803,ลำพูน,LAMPHUN,เวียงหนองล่อง,WIANG NONG LONG,วังผาง,WANG PHANG,51,5108,1,2023-10N,2020,7688,3626,4062,3237,0.00175361250819606,0.310970754049691
4411,520101,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,เวียงเหนือ,WIANG NUEA,52,5201,1,2023-10N,2020,10280,4661,5619,5503,0.000282308696000655,0.0993256451614206
4412,520102,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,หัวเวียง,HUA WIANG,52,5201,1,2023-10N,2020,6942,2955,3987,4342,0.000154625660115926,0.0526815353417849
4413,520103,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,สวนดอก,SUAN DOK,52,5201,1,2023-10N,2020,4332,1975,2357,3195,0.000130996458210575,0.049201691151592
4414,520104,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,สบตุ๋ย,SOP TUI,52,5201,1,2023-10N,2020,12519,5712,6807,7594,0.000390624405781637,0.0945962911156852
4415,520105,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,พระบาท,PHRABAT,52,5201,1,2023-10N,2020,21731,10191,11540,10983,0.00742322082135161,0.49078057688901
4416,520106,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,ชมพู,CHOMPHU,52,5201,1,2023-10N,2020,25647,11967,13680,11796,0.00276435539149134,0.349721803152792
4417,520107,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,กล้วยแพะ,KLUAI PHAE,52,5201,1,2023-10N,2020,8874,4221,4653,3017,0.00504089205935543,0.465462155577808
4418,520108,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,ปงแสนทอง,PONG SAEN THONG,52,5201,1,2023-10N,2020,17394,8267,9127,7312,0.00275777164506508,0.250496627926156
4419,520109,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,บ้านแลง,BAN LAENG,52,5201,1,2023-10N,2020,6510,3251,3259,2547,0.0180907019815777,0.635829882883258
4420,520110,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,บ้านเสด็จ,BAN SADET,52,5201,1,2023-10N,2020,10423,5058,5365,4399,0.00825722185254563,0.498278674178017
4421,520111,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,พิชัย,PHICHAI,52,5201,1,2023-10N,2020,21840,10908,10932,10497,0.00736089854763122,0.411109994291665
4422,520112,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,ทุ่งฝาย,THUNG FAI,52,5201,1,2023-10N,2020,7697,3701,3996,2890,0.0018466536402002,0.276586577707622
4423,520113,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,บ้านเอื้อม,BAN UEAM,52,5201,1,2023-10N,2020,9794,4842,4952,3616,0.0148435137099341,0.674861128147241
4424,520114,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,บ้านเป้า,BAN PAO,52,5201,1,2023-10N,2020,6636,3214,3422,2529,0.0032849930203156,0.307992979778503
4425,520115,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,บ้านค่า,BAN KHA,52,5201,1,2023-10N,2020,5512,2750,2762,1970,0.0109354465774913,0.570048999165726
4426,520116,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,บ่อแฮ้ว,BO HAEO,52,5201,1,2023-10N,2020,20057,9479,10578,9474,0.00207008737629621,0.26046657639049
4427,520117,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,ต้นธงชัย,TON THONG CHAI,52,5201,1,2023-10N,2020,16870,8074,8796,7969,0.00673820680015069,0.459068271656723
4428,520118,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,นิคมพัฒนา,NIKHOM PHATTHANA,52,5201,1,2023-10N,2020,5224,2525,2699,2083,0.00678174579286406,0.463585094369116
4429,520119,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,บุญนาคพัฒนา,BUNNAK PHATTHANA,52,5201,1,2023-10N,2020,4834,2393,2441,1976,0.00534258546679212,0.391081463415732
4430,520201,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,บ้านดง,BAN DONG,52,5202,1,2023-10N,2020,4948,2507,2441,2214,0.0209861255527812,0.984936908753079
4431,520202,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,นาสัก,NA SAK,52,5202,1,2023-10N,2020,6252,3170,3082,2048,0.0138138460973778,0.706831195963784
4432,520203,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,จางเหนือ,CHANG NUEA,52,5202,1,2023-10N,2020,5357,2707,2650,1717,0.0334108719086998,0.952317790833353
4433,520204,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,แม่เมาะ,MAE MO,52,5202,1,2023-10N,2020,15423,7580,7843,8628,0.0148385515960854,0.732790943026592
4434,520205,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,สบป้าด,SOP PAT,52,5202,1,2023-10N,2020,7606,3769,3837,2984,0.011046906273009,0.670147993897374
4435,520301,ลำปาง,LAMPANG,เกาะคา,KO KHA,ลำปางหลวง,LAMPANG LUANG,52,5203,1,2023-10N,2020,9245,4412,4833,3321,0.00226190957641847,0.259328793218849
4436,520302,ลำปาง,LAMPANG,เกาะคา,KO KHA,นาแก้ว,NA KAEO,52,5203,1,2023-10N,2020,8931,4373,4558,3104,0.00863434194548063,0.74632245384175
4437,520303,ลำปาง,LAMPANG,เกาะคา,KO KHA,ไหล่หิน,LAI HIN,52,5203,1,2023-10N,2020,5317,2561,2756,1803,0.00817584438198082,0.523606233381806
4438,520304,ลำปาง,LAMPANG,เกาะคา,KO KHA,วังพร้าว,WANG PHRAO,52,5203,1,2023-10N,2020,6836,3297,3539,2234,0.00228425619468453,0.20727511381438
4439,520305,ลำปาง,LAMPANG,เกาะคา,KO KHA,ศาลา,SALA,52,5203,1,2023-10N,2020,8159,3813,4346,3951,0.00132217597194995,0.185798245861064
4440,520306,ลำปาง,LAMPANG,เกาะคา,KO KHA,เกาะคา,KO KHA,52,5203,1,2023-10N,2020,4015,1910,2105,1552,0.00239755064058045,0.27615838902481
4441,520307,ลำปาง,LAMPANG,เกาะคา,KO KHA,นาแส่ง,NA SAENG,52,5203,1,2023-10N,2020,4631,2345,2286,1591,0.0120893201035415,0.67801365112786
4442,520308,ลำปาง,LAMPANG,เกาะคา,KO KHA,ท่าผา,THA PHA,52,5203,1,2023-10N,2020,6736,3219,3517,2580,0.00154010003780058,0.280033578445741
4443,520309,ลำปาง,LAMPANG,เกาะคา,KO KHA,ใหม่พัฒนา,MAI PHATTHANA,52,5203,1,2023-10N,2020,5082,2483,2599,1784,0.00503792394556513,0.343336292759571
4444,520401,ลำปาง,LAMPANG,เสริมงาม,SOEM NGAM,ทุ่งงาม,THUNG NGAM,52,5204,1,2023-10N,2020,7600,3750,3850,2869,0.00752388959995187,0.567210332575604
4445,520402,ลำปาง,LAMPANG,เสริมงาม,SOEM NGAM,เสริมขวา,SOEM KHWA,52,5204,1,2023-10N,2020,6959,3556,3403,2505,0.0212504501117792,0.868455701667809
4446,520403,ลำปาง,LAMPANG,เสริมงาม,SOEM NGAM,เสริมซ้าย,SOEM SAI,52,5204,1,2023-10N,2020,7925,3916,4009,2697,0.0190184516580985,0.815304695345689
4447,520404,ลำปาง,LAMPANG,เสริมงาม,SOEM NGAM,เสริมกลาง,SOEM KLANG,52,5204,1,2023-10N,2020,8062,4057,4005,2547,0.0151841417573451,0.831445567802621
4448,520501,ลำปาง,LAMPANG,งาว,NGAO,หลวงเหนือ,LUANG NUEA,52,5205,1,2023-10N,2020,4165,1972,2193,2320,0.000960566637786542,0.225714946144245
